[monitor_start] Monitoring PID 2988779 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773923596449,15868,2260,2260,65536,,
[monitor_data] 1773923597666,92672,2394,2394,118784,,
[monitor_data] 1773923598304,155860,2657,2657,241664,Phase 2,Iteration 1
[monitor_data] 1773923598946,296132,2691,2691,948224,Phase 3,Iteration 1
[monitor_data] 1773923599580,996568,20906,20906,948224,Phase 5,Iteration 1
[monitor_data] 1773923600215,996568,20905,20905,948224,Phase 5,Iteration 1
[monitor_data] 1773923600855,996568,20905,20905,833536,Phase 5,Iteration 1
[monitor_data] 1773923601492,1009728,31648,31648,833536,Phase 5,Iteration 1
[monitor_data] 1773923602126,1013536,29726,29726,833536,Phase 5,Iteration 1
[monitor_data] 1773923602762,1013536,27884,27884,833536,Phase 5,Iteration 1
[monitor_data] 1773923603397,1013536,26651,26651,792576,Phase 5,Iteration 1
[monitor_data] 1773923604032,1032448,50839,50839,792576,Phase 5,Iteration 1
[monitor_data] 1773923604676,1088616,85716,85716,792576,Phase 5,Iteration 1
[monitor_data] 1773923605316,1139524,118087,118087,792576,Phase 5,Iteration 1
[monitor_data] 1773923605960,1162272,148673,148673,792576,Phase 5,Iteration 1
[monitor_data] 1773923606597,1182072,49672,49672,794624,Phase 5,Iteration 1
[monitor_data] 1773923607233,1103920,49672,49672,794624,Phase 5,Iteration 1
[monitor_data] 1773923607863,1103920,49672,49672,794624,Phase 5,Iteration 1
[monitor_data] 1773923608499,1103920,49672,49672,794624,Phase 6,Iteration 1
[monitor_data] 1773923609134,1103932,49674,49674,794624,Phase 6,Iteration 1
[monitor_data] 1773923609766,1103932,0,0,0,Phase 6,Iteration 1
[monitor_data] 1773923610391,,0,0,0,Phase 6,Iteration 1
[monitor_end] Process 2988779 terminated
