[monitor_start] Monitoring PID 3998006 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773936659087,15884,2262,2262,67584,,
[monitor_data] 1773936660320,91224,2392,2392,118784,,
[monitor_data] 1773936660953,155852,2655,2655,239616,Phase 2,Iteration 1
[monitor_data] 1773936661593,292228,2689,2689,946176,Phase 3,Iteration 1
[monitor_data] 1773936662231,996488,20839,20839,946176,Phase 5,Iteration 1
[monitor_data] 1773936662872,996492,20838,20838,946176,Phase 5,Iteration 1
[monitor_data] 1773936663511,996492,26895,26895,833536,Phase 5,Iteration 1
[monitor_data] 1773936664151,1011840,29309,29309,833536,Phase 5,Iteration 1
[monitor_data] 1773936664793,1012044,30160,30160,833536,Phase 5,Iteration 1
[monitor_data] 1773936665431,1012756,28051,28051,833536,Phase 5,Iteration 1
[monitor_data] 1773936666068,1012756,51067,51067,792576,Phase 5,Iteration 1
[monitor_data] 1773936666711,1033972,51737,51737,792576,Phase 5,Iteration 1
[monitor_data] 1773936667351,1060940,52578,52578,792576,Phase 5,Iteration 1
[monitor_data] 1773936667995,1061516,51145,51145,792576,Phase 5,Iteration 1
[monitor_data] 1773936668635,1061516,50457,50457,792576,Phase 5,Iteration 1
[monitor_data] 1773936669282,1061516,51009,51009,794624,Phase 5,Iteration 1
[monitor_data] 1773936669920,1062824,51009,51009,794624,Phase 5,Iteration 1
[monitor_data] 1773936670550,1062824,51009,51009,794624,Phase 5,Iteration 1
[monitor_data] 1773936671192,1062824,51009,51009,794624,Phase 6,Iteration 1
[monitor_data] 1773936671827,1062824,51011,51011,794624,Phase 6,Iteration 1
[monitor_data] 1773936672467,1062824,0,0,0,Phase 6,Iteration 1
[monitor_data] 1773936673091,,0,0,0,Phase 6,Iteration 1
[monitor_end] Process 3998006 terminated
