[monitor_start] Monitoring PID 2705322 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773919848179,15876,2256,2256,63488,,
[monitor_data] 1773919849426,86960,2383,2383,114688,,
[monitor_data] 1773919850070,156140,2669,2669,239616,Phase 2,Iteration 1
[monitor_data] 1773919850711,286100,2695,2695,874496,Phase 2,Iteration 1
[monitor_data] 1773919851348,966808,20860,20860,946176,Phase 5,Iteration 1
[monitor_data] 1773919851987,1008664,20859,20859,946176,Phase 5,Iteration 1
[monitor_data] 1773919852626,1008664,20846,20846,946176,Phase 5,Iteration 1
[monitor_data] 1773919853258,1008664,20846,20846,833536,Phase 5,Iteration 1
[monitor_data] 1773919853895,1021320,31962,31962,833536,Phase 5,Iteration 1
[monitor_data] 1773919854530,1027368,30074,30074,833536,Phase 5,Iteration 1
[monitor_data] 1773919855166,1027368,28474,28474,833536,Phase 5,Iteration 1
[monitor_data] 1773919855804,1027404,28257,28257,792576,Phase 5,Iteration 1
[monitor_data] 1773919856439,1044940,49729,49729,792576,Phase 5,Iteration 1
[monitor_data] 1773919857072,1139292,136366,136366,792576,Phase 5,Iteration 1
[monitor_data] 1773919857712,1314904,299671,299671,792576,Phase 5,Iteration 1
[monitor_data] 1773919858357,1468744,543668,543668,792576,Phase 5,Iteration 1
[monitor_data] 1773919859001,1528356,541263,541263,792576,Phase 5,Iteration 1
[monitor_data] 1773919859640,1190144,49695,49695,794624,Phase 5,Iteration 1
[monitor_data] 1773919860279,1190144,49695,49695,794624,Phase 5,Iteration 1
[monitor_data] 1773919860920,1190144,49695,49695,794624,Phase 5,Iteration 1
[monitor_data] 1773919861558,1190144,49696,49696,794624,Phase 6,Iteration 1
[monitor_data] 1773919862193,1190156,49696,49696,0,Phase 6,Iteration 1
[monitor_data] 1773919862833,,0,0,0,Phase 6,Iteration 1
[monitor_end] Process 2705322 terminated
