[monitor_start] Monitoring PID 2961505 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773923230804,15880,2263,2263,67584,,
[monitor_data] 1773923232031,95524,2396,2396,118784,,
[monitor_data] 1773923232665,161456,2661,2661,243712,Phase 2,Iteration 1
[monitor_data] 1773923233306,307656,2684,2684,475136,Phase 3,Iteration 1
[monitor_data] 1773923233945,510324,17119,17119,475136,Phase 5,Iteration 1
[monitor_data] 1773923234587,526780,24204,24204,321536,Phase 5,Iteration 1
[monitor_data] 1773923235223,564756,121252,121252,321536,Phase 5,Iteration 1
[monitor_data] 1773923235867,709604,216889,216889,323584,Phase 5,Iteration 1
[monitor_data] 1773923236509,592708,20188,20188,323584,Phase 5,Iteration 1
[monitor_data] 1773923237148,592708,20188,20188,323584,Phase 5,Iteration 1
[monitor_data] 1773923237778,592708,20188,20188,323584,Phase 6,Iteration 1
[monitor_data] 1773923238415,592708,20189,20189,0,Phase 6,Iteration 1
[monitor_data] 1773923239047,,0,0,0,Phase 6,Iteration 1
[monitor_end] Process 2961505 terminated
