[monitor_start] Monitoring PID 3370088 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773928622135,15884,2263,2263,63488,,
[monitor_data] 1773928623350,90792,2390,2390,118784,,
[monitor_data] 1773928623993,158372,2659,2659,241664,Phase 2,Iteration 1
[monitor_data] 1773928624638,280144,2690,2690,923648,Phase 2,Iteration 1
[monitor_data] 1773928625278,1000512,20846,20846,948224,Phase 5,Iteration 1
[monitor_data] 1773928625915,1000512,20842,20842,948224,Phase 5,Iteration 1
[monitor_data] 1773928626548,1000512,20842,20842,835584,Phase 5,Iteration 1
[monitor_data] 1773928627194,1012116,26653,26653,835584,Phase 5,Iteration 1
[monitor_data] 1773928627829,1012116,26653,26653,835584,Phase 5,Iteration 1
[monitor_data] 1773928628466,1012116,26657,26657,835584,Phase 5,Iteration 1
[monitor_data] 1773928629107,1012116,50300,50300,794624,Phase 5,Iteration 1
[monitor_data] 1773928629740,1037104,51347,51347,794624,Phase 5,Iteration 1
[monitor_data] 1773928630383,1065188,55370,55370,794624,Phase 5,Iteration 1
[monitor_data] 1773928631021,1066756,52716,52716,794624,Phase 5,Iteration 1
[monitor_data] 1773928631665,1066756,49878,49878,794624,Phase 5,Iteration 1
[monitor_data] 1773928632309,1066760,49791,49791,796672,Phase 5,Iteration 1
[monitor_data] 1773928632946,1066764,50241,50241,796672,Phase 5,Iteration 1
[monitor_data] 1773928633578,1066764,50241,50241,796672,Phase 5,Iteration 1
[monitor_data] 1773928634214,1066764,50241,50241,796672,Phase 6,Iteration 1
[monitor_data] 1773928634855,1066764,50243,50243,796672,Phase 6,Iteration 1
[monitor_data] 1773928635498,1066764,0,0,0,Phase 6,Iteration 1
[monitor_data] 1773928636120,,0,0,0,Phase 6,Iteration 1
[monitor_end] Process 3370088 terminated
