[monitor_start] Monitoring PID 3305898 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773927773874,15880,2262,2262,65536,,
[monitor_data] 1773927775151,90452,2386,2386,114688,,
[monitor_data] 1773927775793,152508,2655,2655,239616,Phase 2,Iteration 1
[monitor_data] 1773927776434,272640,2685,2685,894976,Phase 2,Iteration 1
[monitor_data] 1773927777071,976796,20839,20839,944128,Phase 5,Iteration 1
[monitor_data] 1773927777709,995160,20839,20839,944128,Phase 5,Iteration 1
[monitor_data] 1773927778346,995160,20839,20839,833536,Phase 5,Iteration 1
[monitor_data] 1773927778985,1008992,34942,34942,833536,Phase 5,Iteration 1
[monitor_data] 1773927779625,1016052,35300,35300,833536,Phase 5,Iteration 1
[monitor_data] 1773927780263,1016280,30755,30755,833536,Phase 5,Iteration 1
[monitor_data] 1773927780901,1016280,26881,26881,792576,Phase 5,Iteration 1
[monitor_data] 1773927781542,1030788,50194,50194,792576,Phase 5,Iteration 1
[monitor_data] 1773927782184,1059692,59023,59023,792576,Phase 5,Iteration 1
[monitor_data] 1773927782831,1063936,55108,55108,792576,Phase 5,Iteration 1
[monitor_data] 1773927783474,1063936,52217,52217,792576,Phase 5,Iteration 1
[monitor_data] 1773927784109,1063940,49662,49662,794624,Phase 5,Iteration 1
[monitor_data] 1773927784747,1063940,49664,49664,794624,Phase 5,Iteration 1
[monitor_data] 1773927785388,1063940,49664,49664,794624,Phase 5,Iteration 1
[monitor_data] 1773927786020,1063940,49664,49664,794624,Phase 6,Iteration 1
[monitor_data] 1773927786661,1063940,49666,49666,794624,Phase 6,Iteration 1
[monitor_data] 1773927787305,1063940,0,0,0,Phase 6,Iteration 1
[monitor_data] 1773927787924,,0,0,0,Phase 6,Iteration 1
[monitor_end] Process 3305898 terminated
