[monitor_start] Monitoring PID 3561281 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773931063469,15884,2258,2258,63488,,
[monitor_data] 1773931064692,92096,2390,2390,114688,,
[monitor_data] 1773931065328,154464,2652,2652,237568,Phase 2,Iteration 1
[monitor_data] 1773931065966,275868,2683,2683,860160,Phase 2,Iteration 1
[monitor_data] 1773931066601,937848,20771,20771,944128,Phase 5,Iteration 1
[monitor_data] 1773931067242,995724,20767,20767,944128,Phase 5,Iteration 1
[monitor_data] 1773931067882,995724,20771,20771,944128,Phase 5,Iteration 1
[monitor_data] 1773931068518,1001452,26585,26585,835584,Phase 5,Iteration 1
[monitor_data] 1773931069154,1006928,26584,26584,835584,Phase 5,Iteration 1
[monitor_data] 1773931069792,1006932,26584,26584,835584,Phase 5,Iteration 1
[monitor_data] 1773931070427,1006932,26584,26584,835584,Phase 5,Iteration 1
[monitor_data] 1773931071067,1006932,50299,50299,794624,Phase 5,Iteration 1
[monitor_data] 1773931071706,1032472,66134,66134,794624,Phase 5,Iteration 1
[monitor_data] 1773931072343,1098728,102931,102931,794624,Phase 5,Iteration 1
[monitor_data] 1773931072994,1146008,149979,149979,794624,Phase 5,Iteration 1
[monitor_data] 1773931073630,1168176,148244,148244,794624,Phase 5,Iteration 1
[monitor_data] 1773931074275,1182112,50240,50240,796672,Phase 5,Iteration 1
[monitor_data] 1773931074908,1103972,50240,50240,796672,Phase 5,Iteration 1
[monitor_data] 1773931075551,1103972,50240,50240,796672,Phase 5,Iteration 1
[monitor_data] 1773931076189,1103972,50242,50242,796672,Phase 6,Iteration 1
[monitor_data] 1773931076829,1103976,50242,50242,0,Phase 6,Iteration 1
[monitor_data] 1773931077460,,0,0,0,Phase 6,Iteration 1
[monitor_end] Process 3561281 terminated
