[monitor_start] Monitoring PID 3901624 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773935431768,15876,2257,2257,63488,,
[monitor_data] 1773935433042,88000,2382,2382,112640,,
[monitor_data] 1773935433675,149504,2667,2667,239616,Phase 2,Iteration 1
[monitor_data] 1773935434316,283704,2691,2691,839680,Phase 2,Iteration 1
[monitor_data] 1773935434954,932392,20782,20782,946176,Phase 5,Iteration 1
[monitor_data] 1773935435593,1006244,20787,20787,946176,Phase 5,Iteration 1
[monitor_data] 1773935436227,1006244,20782,20782,946176,Phase 5,Iteration 1
[monitor_data] 1773935436874,1006244,33038,33038,835584,Phase 5,Iteration 1
[monitor_data] 1773935437509,1026252,31486,31486,835584,Phase 5,Iteration 1
[monitor_data] 1773935438150,1026252,32093,32093,835584,Phase 5,Iteration 1
[monitor_data] 1773935438792,1026252,28572,28572,794624,Phase 5,Iteration 1
[monitor_data] 1773935439434,1041924,50307,50307,794624,Phase 5,Iteration 1
[monitor_data] 1773935440070,1107916,153313,153313,794624,Phase 5,Iteration 1
[monitor_data] 1773935440713,1266028,249409,249409,794624,Phase 5,Iteration 1
[monitor_data] 1773935441352,1383768,445738,445738,794624,Phase 5,Iteration 1
[monitor_data] 1773935442010,1439400,443019,443019,796672,Phase 5,Iteration 1
[monitor_data] 1773935442654,1163672,50253,50253,796672,Phase 5,Iteration 1
[monitor_data] 1773935443297,1163672,50253,50253,796672,Phase 5,Iteration 1
[monitor_data] 1773935443934,1163672,50253,50253,796672,Phase 6,Iteration 1
[monitor_data] 1773935444574,1163676,50254,50254,796672,Phase 6,Iteration 1
[monitor_data] 1773935445209,1163676,0,0,0,Phase 6,Iteration 1
[monitor_data] 1773935445826,,0,0,0,Phase 6,Iteration 1
[monitor_end] Process 3901624 terminated
