[monitor_start] Monitoring PID 3788944 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773933980400,15868,2261,2261,65536,,
[monitor_data] 1773933981641,92768,2381,2381,108544,,
[monitor_data] 1773933982274,147680,2662,2662,239616,Phase 2,Iteration 1
[monitor_data] 1773933982918,277424,2684,2684,815104,Phase 2,Iteration 1
[monitor_data] 1773933983563,901176,20846,20846,944128,Phase 5,Iteration 1
[monitor_data] 1773933984199,999968,20846,20846,944128,Phase 5,Iteration 1
[monitor_data] 1773933984835,999968,20846,20846,833536,Phase 5,Iteration 1
[monitor_data] 1773933985479,1011552,30652,30652,833536,Phase 5,Iteration 1
[monitor_data] 1773933986116,1020824,34698,34698,833536,Phase 5,Iteration 1
[monitor_data] 1773933986753,1021936,32199,32199,833536,Phase 5,Iteration 1
[monitor_data] 1773933987397,1021936,29252,29252,792576,Phase 5,Iteration 1
[monitor_data] 1773933988046,1035952,49723,49723,792576,Phase 5,Iteration 1
[monitor_data] 1773933988687,1060168,53927,53927,792576,Phase 5,Iteration 1
[monitor_data] 1773933989332,1064196,54077,54077,792576,Phase 5,Iteration 1
[monitor_data] 1773933989972,1064196,51758,51758,792576,Phase 5,Iteration 1
[monitor_data] 1773933990617,1064196,49666,49666,792576,Phase 5,Iteration 1
[monitor_data] 1773933991256,1064196,49668,49668,794624,Phase 5,Iteration 1
[monitor_data] 1773933991886,1064196,49668,49668,794624,Phase 5,Iteration 1
[monitor_data] 1773933992522,1064196,49668,49668,794624,Phase 5,Iteration 1
[monitor_data] 1773933993160,1064196,49670,49670,794624,Phase 6,Iteration 1
[monitor_data] 1773933993798,1064196,49670,49670,0,Phase 6,Iteration 1
[monitor_data] 1773933994432,,0,0,0,Phase 6,Iteration 1
[monitor_end] Process 3788944 terminated
