[monitor_start] Monitoring PID 3842635 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773934669899,15888,2263,2263,65536,,
[monitor_data] 1773934671141,91968,2385,2385,114688,,
[monitor_data] 1773934671770,156268,2667,2667,239616,Phase 2,Iteration 1
[monitor_data] 1773934672399,278076,2689,2689,475136,Phase 3,Iteration 1
[monitor_data] 1773934673029,513080,18473,18473,475136,Phase 5,Iteration 1
[monitor_data] 1773934673673,528936,12550,12550,321536,Phase 5,Iteration 1
[monitor_data] 1773934674313,538884,69541,69541,321536,Phase 5,Iteration 1
[monitor_data] 1773934674958,679880,220898,220898,321536,Phase 5,Iteration 1
[monitor_data] 1773934675602,595716,20193,20193,323584,Phase 5,Iteration 1
[monitor_data] 1773934676239,595716,20193,20193,323584,Phase 5,Iteration 1
[monitor_data] 1773934676875,595716,20193,20193,323584,Phase 5,Iteration 1
[monitor_data] 1773934677511,595716,20194,20194,323584,Phase 6,Iteration 1
[monitor_data] 1773934678143,595716,0,0,0,Phase 6,Iteration 1
[monitor_data] 1773934678765,,0,0,0,Phase 6,Iteration 1
[monitor_end] Process 3842635 terminated
