[monitor_start] Monitoring PID 2535367 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773917604633,15868,2260,2260,65536,,
[monitor_data] 1773917605864,95356,2394,2394,118784,,
[monitor_data] 1773917606504,157832,2657,2657,241664,Phase 2,Iteration 1
[monitor_data] 1773917607143,298508,2691,2691,944128,Phase 3,Iteration 1
[monitor_data] 1773917607783,998372,20776,20776,944128,Phase 5,Iteration 1
[monitor_data] 1773917608421,998372,20777,20777,944128,Phase 5,Iteration 1
[monitor_data] 1773917609055,998372,20772,20772,833536,Phase 5,Iteration 1
[monitor_data] 1773917609688,1012328,27485,27485,833536,Phase 5,Iteration 1
[monitor_data] 1773917610327,1014728,34090,34090,833536,Phase 5,Iteration 1
[monitor_data] 1773917610968,1018228,32312,32312,833536,Phase 5,Iteration 1
[monitor_data] 1773917611609,1018228,27287,27287,792576,Phase 5,Iteration 1
[monitor_data] 1773917612244,1035488,49936,49936,792576,Phase 5,Iteration 1
[monitor_data] 1773917612884,1062408,54237,54237,792576,Phase 5,Iteration 1
[monitor_data] 1773917613530,1064028,52822,52822,792576,Phase 5,Iteration 1
[monitor_data] 1773917614174,1064028,50715,50715,792576,Phase 5,Iteration 1
[monitor_data] 1773917614817,1064340,49662,49662,794624,Phase 5,Iteration 1
[monitor_data] 1773917615457,1064344,50112,50112,794624,Phase 5,Iteration 1
[monitor_data] 1773917616097,1064344,50112,50112,794624,Phase 5,Iteration 1
[monitor_data] 1773917616733,1064344,50112,50112,794624,Phase 6,Iteration 1
[monitor_data] 1773917617369,1064344,50113,50113,794624,Phase 6,Iteration 1
[monitor_data] 1773917618007,1064344,0,0,0,Phase 6,Iteration 1
[monitor_data] 1773917618619,,0,0,0,Phase 6,Iteration 1
[monitor_end] Process 2535367 terminated
