"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: keyPayloadSize","Param: liveSet","Param: lookupsPerInvocation","Param: replacementsPerInvocation","Param: retirementsPerInvocation","Param: valuePayloadSize"
"org.openjdk.bench.weakvaluehashmap.QueueWeakValueHashMapBenchmark.cleanup","thrpt",1,5,7068.884692,2014.179414,"ops/s",64,4096,32,8,16,256
"org.openjdk.bench.weakvaluehashmap.QueueWeakValueHashMapBenchmark.lookup","thrpt",1,5,534258.386955,26463.035947,"ops/s",64,4096,32,8,16,256
"org.openjdk.bench.weakvaluehashmap.QueueWeakValueHashMapBenchmark.mixed","thrpt",1,5,5001.063929,3011.542487,"ops/s",64,4096,32,8,16,256
"org.openjdk.bench.weakvaluehashmap.QueueWeakValueHashMapBenchmark.replace","thrpt",1,5,1381267.546926,639519.047121,"ops/s",64,4096,32,8,16,256
