run_prefix,run_id,benchmark,variant,timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,source_log
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065416968,17244,2547,2547,126976,,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065417640,163220,2961,2961,579584,Phase 2,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065418122,625436,2961,2961,579584,Phase 2,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065418590,625436,2961,2961,579584,Phase 2,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065419063,625436,2961,2961,579584,Phase 2,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065419530,625436,2961,2961,579584,Phase 2,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065420001,625436,2961,2961,579584,Phase 2,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065420480,625436,2961,2961,491520,Phase 3.1,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065420965,678536,71906,71906,243712,Phase 3.4,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065421472,740572,22433,22433,81920,Phase 4,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065421952,732752,22433,22433,81920,Phase 4,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065422419,732752,22433,22433,81920,Phase 4,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065422897,732752,22433,22433,81920,Phase 4,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065423377,732752,22433,22433,0,Phase 4,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065423835,,0,0,0,Phase 4,monitor_multi_none_run10_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065591606,17256,2550,2550,122880,,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065592286,157552,2969,2969,577536,Phase 2,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065592774,633372,2969,2969,577536,Phase 2,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065593239,633372,2969,2969,577536,Phase 2,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065593719,633372,2969,2969,577536,Phase 2,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065594195,633372,2969,2969,577536,Phase 2,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065594662,633372,2969,2969,577536,Phase 2,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065595141,633372,2969,2969,573440,Phase 3.1,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065595617,670868,76613,76613,247808,Phase 3.4,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065596125,749940,21911,21911,81920,Phase 4,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065596608,731476,21911,21911,81920,Phase 4,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065597086,731476,21911,21911,81920,Phase 4,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065597551,731476,21911,21911,81920,Phase 4,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065598020,731476,21911,21911,0,Phase 4,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065598485,,0,0,0,Phase 4,monitor_multi_none_run11_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065767258,17264,2547,2547,122880,,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065767928,162876,2966,2966,575488,Phase 2,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065768426,632588,2966,2966,575488,Phase 2,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065768884,632588,2966,2966,575488,Phase 2,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065769364,632588,2966,2966,575488,Phase 2,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065769851,632588,2966,2966,575488,Phase 2,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065770309,632588,2966,2966,575488,Phase 2,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065770783,632588,2966,2966,491520,Phase 3.1,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065771250,685472,74971,74971,243712,Phase 3.5,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065771778,741676,22347,22347,79872,Phase 4,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065772250,734484,22347,22347,79872,Phase 4,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065772714,734484,22347,22347,79872,Phase 4,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065773195,734484,22347,22347,79872,Phase 4,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065773681,734484,22347,22347,0,Phase 4,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065774136,,0,0,0,Phase 4,monitor_multi_none_run12_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065942912,17276,2547,2547,124928,,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065943515,163100,2959,2959,577536,Phase 2,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065944013,626172,2959,2959,577536,Phase 2,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065944479,626172,2959,2959,577536,Phase 2,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065944941,626172,2959,2959,577536,Phase 2,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065945415,626172,2959,2959,577536,Phase 2,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065945890,626172,2959,2959,577536,Phase 2,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065946368,626172,2959,2959,491520,Phase 3.1,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065946843,678504,74211,74211,243712,Phase 3.4,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065947343,742336,21792,21792,81920,Phase 4,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065947834,723408,21794,21794,81920,Phase 4,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065948319,723408,21794,21794,81920,Phase 4,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065948800,723408,21794,21794,81920,Phase 4,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065949280,723408,21794,21794,0,Phase 4,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780065949749,,0,0,0,Phase 4,monitor_multi_none_run13_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066118059,17276,2527,2527,122880,,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066118722,161020,2972,2972,577536,Phase 2,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066119233,634216,2972,2972,577536,Phase 2,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066119707,634216,2972,2972,577536,Phase 2,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066120178,634216,2972,2972,577536,Phase 2,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066120651,634216,2972,2972,577536,Phase 2,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066121121,634216,2972,2972,577536,Phase 2,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066121581,634216,2972,2972,491520,Phase 3.1,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066122066,687348,65969,65969,161792,Phase 3.5,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066122610,739180,21477,21477,81920,Phase 4,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066123091,730684,21477,21477,81920,Phase 4,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066123580,730684,21477,21477,81920,Phase 4,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066124056,730684,21477,21477,81920,Phase 4,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066124532,730684,0,0,0,Phase 4,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066124991,,0,0,0,Phase 4,monitor_multi_none_run14_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066293723,17276,2540,2540,122880,,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066294427,161136,2967,2967,579584,Phase 2,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066294917,634112,2967,2967,579584,Phase 2,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066295389,634112,2967,2967,579584,Phase 2,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066295862,634112,2967,2967,579584,Phase 2,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066296321,634112,2967,2967,579584,Phase 2,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066296794,634112,2967,2967,579584,Phase 2,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066297284,634112,2967,2967,579584,Phase 3.1,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066297751,669304,75621,75621,247808,Phase 3.4,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066298274,757048,21124,21124,83968,Phase 4,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066298785,738024,21124,21124,83968,Phase 4,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066299269,738024,21124,21124,83968,Phase 4,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066299748,738024,21124,21124,83968,Phase 4,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066300224,738024,21124,21124,0,Phase 4,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066300681,,0,0,0,Phase 4,monitor_multi_none_run15_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066468873,17276,2556,2556,124928,,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066469500,176408,2970,2970,575488,Phase 2,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066469992,632840,2970,2970,575488,Phase 2,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066470466,632840,2970,2970,575488,Phase 2,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066470948,632840,2970,2970,575488,Phase 2,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066471420,632840,2970,2970,575488,Phase 2,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066471901,632840,2970,2970,575488,Phase 2,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066472385,632840,2970,2970,491520,Phase 3.1,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066472870,685280,66132,66132,163840,Phase 3.5,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066473385,746248,22284,22284,81920,Phase 4,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066473858,738784,22284,22284,81920,Phase 4,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066474327,738784,22284,22284,81920,Phase 4,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066474790,738784,22284,22284,81920,Phase 4,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066475268,738784,22284,22284,0,Phase 4,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066475743,,0,0,0,Phase 4,monitor_multi_none_run16_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066644029,17276,2518,2518,118784,,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066644695,159892,2936,2936,573440,Phase 2,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066645196,624960,2936,2936,573440,Phase 2,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066645663,624960,2936,2936,573440,Phase 2,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066646142,624960,2936,2936,573440,Phase 2,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066646618,624960,2936,2936,573440,Phase 2,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066647093,624960,2936,2936,573440,Phase 2,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066647562,624960,2936,2936,491520,Phase 3.1,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066648038,678364,74887,74887,247808,Phase 3.4,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066648544,739864,21865,21865,77824,Phase 4,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066649040,722680,21865,21865,77824,Phase 4,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066649523,722680,21865,21865,77824,Phase 4,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066650012,722680,21865,21865,77824,Phase 4,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066650492,722680,21865,21865,0,Phase 4,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066650935,,0,0,0,Phase 4,monitor_multi_none_run17_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066818683,17240,2523,2523,120832,,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066819406,157536,2931,2931,575488,Phase 2,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066819900,622748,2931,2931,575488,Phase 2,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066820369,622748,2931,2931,575488,Phase 2,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066820840,622748,2931,2931,575488,Phase 2,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066821312,622748,2931,2931,575488,Phase 2,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066821795,622748,2931,2931,575488,Phase 2,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066822271,622748,2931,2931,493568,Phase 3.1,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066822773,678084,57385,57385,161792,Phase 3.5,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066823326,722140,21856,21856,81920,Phase 4,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066823807,722140,21856,21856,81920,Phase 4,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066824278,722140,21856,21856,81920,Phase 4,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066824760,722140,21856,21856,81920,Phase 4,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066825241,722140,0,0,0,Phase 4,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066825705,,0,0,0,Phase 4,monitor_multi_none_run18_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066993336,17276,2542,2542,122880,,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066993953,160876,2968,2968,577536,Phase 2,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066994426,633572,2968,2968,577536,Phase 2,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066994911,633572,2968,2968,577536,Phase 2,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066995394,633572,2968,2968,577536,Phase 2,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066995872,633572,2968,2968,577536,Phase 2,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066996341,633572,2968,2968,577536,Phase 2,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066996820,633572,2968,2968,491520,Phase 3.1,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066997307,687616,59486,59486,163840,Phase 3.5,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066997837,735528,22244,22244,81920,Phase 4,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066998328,727912,22244,22244,81920,Phase 4,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066998807,727912,22244,22244,81920,Phase 4,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066999284,727912,22244,22244,81920,Phase 4,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780066999758,727912,0,0,0,Phase 4,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067000213,,0,0,0,Phase 4,monitor_multi_none_run19_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063842763,17280,2537,2537,120832,,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063843437,160648,2927,2927,573440,Phase 2,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063843920,623716,2927,2927,573440,Phase 2,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063844410,623716,2927,2927,573440,Phase 2,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063844889,623716,2927,2927,573440,Phase 2,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063845354,623716,2927,2927,573440,Phase 2,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063845831,623716,2927,2927,573440,Phase 2,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063846304,623716,2927,2927,491520,Phase 3.1,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063846791,676448,75576,75576,243712,Phase 3.4,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063847292,737408,21279,21279,83968,Phase 4,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063847779,718900,21279,21279,83968,Phase 4,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063848238,718900,21279,21279,83968,Phase 4,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063848712,718900,21279,21279,83968,Phase 4,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063849181,718900,21279,21279,0,Phase 4,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780063849642,,0,0,0,Phase 4,monitor_multi_none_run1_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067167984,17256,2550,2550,124928,Phase 1,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067168638,175720,2942,2942,575488,Phase 2,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067169130,625116,2942,2942,575488,Phase 2,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067169607,625116,2942,2942,575488,Phase 2,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067170096,625116,2942,2942,575488,Phase 2,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067170586,625116,2942,2942,575488,Phase 2,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067171061,625116,2942,2942,575488,Phase 2,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067171540,625116,2942,2942,491520,Phase 3.1,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067172034,734452,67983,67983,81920,Phase 4,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067172583,726272,21901,21901,81920,Phase 4,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067173053,726272,21901,21901,81920,Phase 4,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067173519,726272,21901,21901,81920,Phase 4,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067173985,726272,21901,21901,81920,Phase 4,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067174461,726272,0,0,0,Phase 4,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067174921,,0,0,0,Phase 4,monitor_multi_none_run20_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067342633,17280,2537,2537,120832,,monitor_multi_none_run21_local-20260529-160736-multi.csv
local-20260529-160736,local-20260529-160736-multi,multi,none,1780067343317,164828,2955,2955,573440,Phase 2,monitor_multi_none_run21_local-20260529-160736-multi.csv
