[monitor_start] Monitoring PID 3811605 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773970019423,15872,2488,2488,53248,,
[monitor_data] 1773970020903,91788,3470,3470,86016,,
[monitor_data] 1773970021552,144424,5181,5181,192512,Phase 1,Iteration 1
[monitor_data] 1773970022194,312572,9123,9123,860160,Phase 1,Iteration 1
[monitor_data] 1773970022832,995168,50768,50768,2056192,Phase 1,Iteration 1
[monitor_data] 1773970023475,2243676,47314,47314,3266560,Phase 1,Iteration 1
[monitor_data] 1773970024116,3460092,134578,134578,4481024,Phase 1,Iteration 1
[monitor_data] 1773970024766,4780884,132361,132361,5685248,Phase 1,Iteration 1
[monitor_data] 1773970025410,5967112,149909,149909,6447104,Phase 2,Iteration 1
[monitor_data] 1773970026051,6676160,246091,246091,6447104,Phase 2,Iteration 1
[monitor_data] 1773970026691,6798920,305375,305375,6447104,Phase 2,Iteration 1
[monitor_data] 1773970027326,6836404,279148,279148,6447104,Phase 2,Iteration 1
[monitor_data] 1773970027971,6815516,270629,270629,6447104,Phase 2,Iteration 1
[monitor_data] 1773970028614,6880348,350224,350224,6422528,Phase 3,Iteration 1
[monitor_data] 1773970029255,6914976,338666,338666,6422528,Phase 3,Iteration 1
[monitor_data] 1773970029894,6914976,373481,373481,6422528,Phase 3,Iteration 1
[monitor_data] 1773970030535,6921496,367188,367188,6420480,Phase 3,Iteration 1
[monitor_data] 1773970031177,6989708,466520,466520,6420480,Phase 3,Iteration 1
[monitor_data] 1773970031813,7048852,466378,466378,6422528,Phase 3,Iteration 1
[monitor_data] 1773970032450,7055332,670438,670438,5906432,Phase 3,Iteration 1
[monitor_data] 1773970033116,7209772,547634,547634,5771264,Phase 3,Iteration 1
[monitor_data] 1773970033758,7210316,634192,634192,5769216,Phase 3,Iteration 1
[monitor_data] 1773970034396,7401916,630671,630671,5769216,Phase 3,Iteration 1
[monitor_data] 1773970035029,7437804,700814,700814,5771264,Phase 3,Iteration 1
[monitor_data] 1773970035672,7450956,707206,707206,5771264,Phase 3,Iteration 1
[monitor_data] 1773970036312,7453928,705512,705512,5771264,Phase 3,Iteration 1
[monitor_data] 1773970036953,7480912,695875,695875,5771264,Phase 3,Iteration 1
[monitor_data] 1773970037602,7524220,727684,727684,4108288,Phase 3,Iteration 1
[monitor_data] 1773970038269,7460712,609670,609670,3964928,Phase 3,Iteration 1
[monitor_data] 1773970038914,7506956,731373,731373,3966976,Phase 3,Iteration 1
[monitor_data] 1773970039547,7532272,733861,733861,3966976,Phase 3,Iteration 1
[monitor_data] 1773970040189,7551588,732437,732437,3966976,Phase 3,Iteration 1
[monitor_data] 1773970040830,7560688,732413,732413,3966976,Phase 3,Iteration 1
[monitor_data] 1773970041471,7584472,728646,728646,3889152,Phase 3,Iteration 1
[monitor_data] 1773970042121,7359872,419894,419894,2189312,Phase 3,Iteration 1
[monitor_data] 1773970042780,7322512,375832,375832,2187264,Phase 3,Iteration 1
[monitor_data] 1773970043416,7364804,442181,442181,2187264,Phase 3,Iteration 1
[monitor_data] 1773970044056,7378940,442713,442713,2187264,Phase 3,Iteration 1
[monitor_data] 1773970044694,7392856,439507,439507,520192,Phase 3,Iteration 1
[monitor_data] 1773970045339,7250064,140955,140955,325632,Phase 3,Iteration 1
[monitor_data] 1773970045975,7250064,149221,149221,325632,Phase 3,Iteration 1
[monitor_data] 1773970046612,7250064,149777,149777,325632,Phase 3,Iteration 1
[monitor_data] 1773970047252,7123288,19616,19616,325632,Phase 3,Iteration 1
[monitor_data] 1773970047894,7123288,22416,22416,325632,Phase 3,Iteration 1
[monitor_data] 1773970048533,7123288,19680,19680,325632,Phase 3,Iteration 1
[monitor_data] 1773970049171,7123288,21323,21323,325632,Phase 3,Iteration 1
[monitor_data] 1773970049805,7123288,21453,21453,323584,Phase 3,Iteration 1
[monitor_data] 1773970050444,7123288,21169,21169,323584,Phase 3,Iteration 1
[monitor_data] 1773970051081,7123288,22890,22890,325632,Phase 4,Iteration 1
[monitor_data] 1773970051719,7123288,19556,19556,10240,Phase 4,Iteration 1
[monitor_data] 1773970052360,6988580,3616,3616,10240,Phase 4,Iteration 1
[monitor_data] 1773970052997,6951384,3824,3824,8192,Phase 4,Iteration 1
[monitor_data] 1773970053635,6951384,3538,3538,8192,Phase 4,Iteration 1
[monitor_data] 1773970054274,6951384,3538,3538,8192,Phase 4,Iteration 1
[monitor_data] 1773970054915,6951384,3538,3538,8192,Phase 4,Iteration 1
