[monitor_start] Monitoring PID 3069176 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773964158141,15884,2485,2485,55296,,
[monitor_data] 1773964159605,89452,3520,3520,110592,,
[monitor_data] 1773964160241,116760,5668,5668,194560,Phase 1,Iteration 1
[monitor_data] 1773964160882,283924,10298,10298,538624,Phase 1,Iteration 1
[monitor_data] 1773964161518,640384,10684,10684,1687552,Phase 1,Iteration 1
[monitor_data] 1773964162160,1845848,43060,43060,2844672,Phase 1,Iteration 1
[monitor_data] 1773964162802,3040752,40945,40945,4048896,Phase 1,Iteration 1
[monitor_data] 1773964163441,4327312,175271,175271,5244928,Phase 1,Iteration 1
[monitor_data] 1773964164081,5558560,152422,152422,6453248,Phase 1,Iteration 1
[monitor_data] 1773964164724,6768048,127641,127641,6793216,Phase 2,Iteration 1
[monitor_data] 1773964165369,7053616,151252,151252,6793216,Phase 2,Iteration 1
[monitor_data] 1773964166007,7055220,274082,274082,6793216,Phase 2,Iteration 1
[monitor_data] 1773964166651,7186896,330617,330617,6793216,Phase 2,Iteration 1
[monitor_data] 1773964167292,7210228,307424,307424,6821888,Phase 2,Iteration 1
[monitor_data] 1773964167924,7238900,284302,284302,6823936,Phase 3,Iteration 1
[monitor_data] 1773964168567,7239724,261431,261431,6823936,Phase 3,Iteration 1
[monitor_data] 1773964169212,7247124,329699,329699,6823936,Phase 3,Iteration 1
[monitor_data] 1773964169858,7292132,341474,341474,6764544,Phase 3,Iteration 1
[monitor_data] 1773964170496,7298544,337515,337515,6764544,Phase 3,Iteration 1
[monitor_data] 1773964171138,7305740,373705,373705,6766592,Phase 3,Iteration 1
[monitor_data] 1773964171774,7325832,365428,365428,6766592,Phase 3,Iteration 1
[monitor_data] 1773964172413,7325832,360032,360032,6764544,Phase 3,Iteration 1
[monitor_data] 1773964173056,7396980,442004,442004,6764544,Phase 3,Iteration 1
[monitor_data] 1773964173695,7408488,461424,461424,6764544,Phase 3,Iteration 1
[monitor_data] 1773964174330,7434880,463045,463045,6764544,Phase 3,Iteration 1
[monitor_data] 1773964174969,7444820,457091,457091,6764544,Phase 3,Iteration 1
[monitor_data] 1773964175614,7445400,729016,729016,6160384,Phase 3,Iteration 1
[monitor_data] 1773964176279,7794072,640277,640277,6111232,Phase 3,Iteration 1
[monitor_data] 1773964176918,7794392,730843,730843,6109184,Phase 3,Iteration 1
[monitor_data] 1773964177559,7926884,736191,736191,6111232,Phase 3,Iteration 1
[monitor_data] 1773964178197,7926884,741440,741440,6111232,Phase 3,Iteration 1
[monitor_data] 1773964178838,7930396,742488,742488,6111232,Phase 3,Iteration 1
[monitor_data] 1773964179473,7932372,741205,741205,6111232,Phase 3,Iteration 1
