[monitor_start] Monitoring PID 2154760 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1774023125538,15884,2490,2490,55296,,
[monitor_data] 1774023126979,93904,3605,3605,83968,,
[monitor_data] 1774023127616,143272,5143,5143,192512,Phase 1,Iteration 1
[monitor_data] 1774023128257,319108,9382,9382,630784,Phase 1,Iteration 1
[monitor_data] 1774023128901,776220,41780,41780,1802240,Phase 1,Iteration 1
[monitor_data] 1774023129540,1995724,41998,41998,2914304,Phase 1,Iteration 1
[monitor_data] 1774023130177,3107840,118436,118436,4108288,Phase 1,Iteration 1
[monitor_data] 1774023130818,4408476,146178,146178,5306368,Phase 1,Iteration 1
[monitor_data] 1774023131463,5608584,121573,121573,6508544,Phase 1,Iteration 1
[monitor_data] 1774023132110,6797044,140104,140104,6791168,Phase 2,Iteration 1
[monitor_data] 1774023132746,7029008,251935,251935,6791168,Phase 2,Iteration 1
[monitor_data] 1774023133386,7166192,320127,320127,6791168,Phase 2,Iteration 1
[monitor_data] 1774023134028,7211804,315702,315702,6791168,Phase 2,Iteration 1
[monitor_data] 1774023134664,7211804,292268,292268,6819840,Phase 2,Iteration 1
[monitor_data] 1774023135304,7240476,268374,268374,6821888,Phase 3,Iteration 1
[monitor_data] 1774023135947,7241672,284921,284921,6821888,Phase 3,Iteration 1
[monitor_data] 1774023136593,7275616,316468,316468,6821888,Phase 3,Iteration 1
[monitor_data] 1774023137231,7275760,312559,312559,6764544,Phase 3,Iteration 1
[monitor_data] 1774023137866,7275776,333001,333001,6764544,Phase 3,Iteration 1
[monitor_data] 1774023138500,7282436,348562,348562,6766592,Phase 3,Iteration 1
[monitor_data] 1774023139144,7286108,330597,330597,6766592,Phase 3,Iteration 1
[monitor_data] 1774023139788,7286748,359790,359790,6764544,Phase 3,Iteration 1
[monitor_data] 1774023140430,7354272,427091,427091,6764544,Phase 3,Iteration 1
[monitor_data] 1774023141066,7354712,427539,427539,6764544,Phase 3,Iteration 1
[monitor_data] 1774023141707,7355384,427970,427970,6764544,Phase 3,Iteration 1
[monitor_data] 1774023142348,7355848,421022,421022,6602752,Phase 3,Iteration 1
[monitor_data] 1774023142999,7654648,598544,598544,6176768,Phase 3,Iteration 1
[monitor_data] 1774023143649,7670008,589394,589394,6174720,Phase 3,Iteration 1
[monitor_data] 1774023144290,7834796,670739,670739,6174720,Phase 3,Iteration 1
[monitor_data] 1774023144923,7835520,678095,678095,6176768,Phase 3,Iteration 1
[monitor_data] 1774023145562,7841324,682884,682884,6176768,Phase 3,Iteration 1
[monitor_data] 1774023146199,7841324,681082,681082,6176768,Phase 3,Iteration 1
[monitor_data] 1774023146842,7841324,682879,682879,6176768,Phase 3,Iteration 1
