[monitor_start] Monitoring PID 99992 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773940725375,15872,2483,2483,55296,,
[monitor_data] 1773940726834,89864,3523,3523,81920,,
[monitor_data] 1773940727467,144568,4658,4658,190464,Phase 1,Iteration 1
[monitor_data] 1773940728108,325956,8947,8947,681984,Phase 1,Iteration 1
[monitor_data] 1773940728746,836704,8908,8908,1878016,Phase 1,Iteration 1
[monitor_data] 1773940729385,2082196,46355,46355,3074048,Phase 1,Iteration 1
[monitor_data] 1773940730021,3283168,47322,47322,4282368,Phase 1,Iteration 1
[monitor_data] 1773940730657,4578388,181811,181811,5492736,Phase 1,Iteration 1
[monitor_data] 1773940731301,5820172,158100,158100,6715392,Phase 1,Iteration 1
[monitor_data] 1773940731944,7043960,133818,133818,6793216,Phase 2,Iteration 1
[monitor_data] 1773940732586,7067964,160759,160759,6791168,Phase 2,Iteration 1
[monitor_data] 1773940733222,7069120,273861,273861,6791168,Phase 2,Iteration 1
[monitor_data] 1773940733861,7206244,334362,334362,6791168,Phase 2,Iteration 1
[monitor_data] 1773940734498,7232668,311396,311396,6819840,Phase 2,Iteration 1
[monitor_data] 1773940735139,7261340,288916,288916,6821888,Phase 3,Iteration 1
[monitor_data] 1773940735785,7261864,265834,265834,6821888,Phase 3,Iteration 1
[monitor_data] 1773940736430,7261864,339008,339008,6821888,Phase 3,Iteration 1
[monitor_data] 1773940737073,7311040,344372,344372,6821888,Phase 3,Iteration 1
[monitor_data] 1773940737708,7332596,349699,349699,6764544,Phase 3,Iteration 1
[monitor_data] 1773940738344,7332608,379237,379237,6766592,Phase 3,Iteration 1
[monitor_data] 1773940738981,7354872,381039,381039,6766592,Phase 3,Iteration 1
[monitor_data] 1773940739625,7354872,369639,369639,6764544,Phase 3,Iteration 1
[monitor_data] 1773940740271,7429008,470458,470458,6764544,Phase 3,Iteration 1
[monitor_data] 1773940740904,7537712,511924,511924,6764544,Phase 3,Iteration 1
[monitor_data] 1773940741539,7555144,510658,510658,6764544,Phase 3,Iteration 1
[monitor_data] 1773940742178,7569064,592792,592792,6764544,Phase 3,Iteration 1
[monitor_data] 1773940742817,7589424,831614,831614,6508544,Phase 3,Iteration 1
[monitor_data] 1773940743474,7815520,700092,700092,6088704,Phase 3,Iteration 1
[monitor_data] 1773940744129,7827368,711951,711951,6086656,Phase 3,Iteration 1
[monitor_data] 1773940744766,7994288,801357,801357,6088704,Phase 3,Iteration 1
[monitor_data] 1773940745406,8034628,803688,803688,6088704,Phase 3,Iteration 1
[monitor_data] 1773940746042,8073076,883758,883758,6088704,Phase 3,Iteration 1
[monitor_data] 1773940746675,8110412,885599,885599,6088704,Phase 3,Iteration 1
[monitor_data] 1773940747318,8145424,1048931,1048931,6088704,Phase 3,Iteration 1
[monitor_data] 1773940747958,8183920,1052385,1052385,6088704,Phase 3,Iteration 1
[monitor_data] 1773940748597,8234760,1054649,1054649,6088704,Phase 3,Iteration 1
[monitor_data] 1773940749233,8245520,1035728,1035728,6088704,Phase 3,Iteration 1
[monitor_data] 1773940749872,8245520,847686,847686,4065280,Phase 3,Iteration 1
[monitor_data] 1773940750524,8056444,635156,635156,3098624,Phase 3,Iteration 1
[monitor_data] 1773940751173,8056444,727438,727438,3098624,Phase 3,Iteration 1
[monitor_data] 1773940751808,8103332,730780,730780,3098624,Phase 3,Iteration 1
[monitor_data] 1773940752447,8120152,728740,728740,3098624,Phase 3,Iteration 1
[monitor_data] 1773940753087,8136552,728131,728131,3098624,Phase 3,Iteration 1
[monitor_data] 1773940753723,8152084,727699,727699,3098624,Phase 3,Iteration 1
[monitor_data] 1773940754360,8167804,728570,728570,3098624,Phase 3,Iteration 1
[monitor_data] 1773940754999,8183876,728151,728151,3098624,Phase 3,Iteration 1
[monitor_data] 1773940755633,8199960,727667,727667,3098624,Phase 3,Iteration 1
[monitor_data] 1773940756270,8092444,451376,451376,669696,Phase 3,Iteration 1
[monitor_data] 1773940756917,8050968,392108,392108,671744,Phase 4,Iteration 1
[monitor_data] 1773940757553,8050968,411350,411350,671744,Phase 4,Iteration 1
[monitor_data] 1773940758192,8050968,409233,409233,671744,Phase 4,Iteration 1
[monitor_data] 1773940758830,8050968,410385,410385,671744,Phase 4,Iteration 1
[monitor_data] 1773940759474,8050968,411472,411472,671744,Phase 4,Iteration 1
[monitor_data] 1773940760109,8050968,41096,41096,671744,Phase 4,Iteration 1
[monitor_data] 1773940760746,7608688,3796,3796,8192,Phase 4,Iteration 1
[monitor_data] 1773940761383,7381248,3795,3795,6144,Phase 4,Iteration 1
[monitor_data] 1773940762019,7381248,3666,3666,6144,Phase 4,Iteration 1
[monitor_data] 1773940762653,7380736,3217,3217,6144,Phase 4,Iteration 1
[monitor_data] 1773940763290,7380736,3222,3222,6144,Phase 4,Iteration 1
[monitor_data] 1773940763929,7380736,3217,3217,151552,Phase 1,Iteration 2
