[monitor_start] Monitoring PID 2069873 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773956268555,15880,2493,2493,57344,,
[monitor_data] 1773956269973,89508,3606,3606,83968,,
[monitor_data] 1773956270608,137876,4572,4572,192512,Phase 1,Iteration 1
[monitor_data] 1773956271248,316444,9244,9244,745472,Phase 1,Iteration 1
[monitor_data] 1773956271888,890504,9247,9247,1943552,Phase 1,Iteration 1
[monitor_data] 1773956272530,2140824,47167,47167,3104768,Phase 1,Iteration 1
[monitor_data] 1773956273172,3306004,46900,46900,4188160,Phase 1,Iteration 1
[monitor_data] 1773956273812,4461920,167622,167622,5099520,Phase 1,Iteration 1
[monitor_data] 1773956274454,5419824,166803,166803,6338560,Phase 1,Iteration 1
[monitor_data] 1773956275107,6660008,139852,139852,6791168,Phase 2,Iteration 1
[monitor_data] 1773956275746,7057976,162192,162192,6791168,Phase 2,Iteration 1
[monitor_data] 1773956276386,7059280,261500,261500,6791168,Phase 2,Iteration 1
[monitor_data] 1773956277026,7180976,327246,327246,6791168,Phase 2,Iteration 1
[monitor_data] 1773956277665,7220604,316120,316120,6791168,Phase 2,Iteration 1
[monitor_data] 1773956278304,7220604,292518,292518,6821888,Phase 3,Iteration 1
[monitor_data] 1773956278947,7250464,271044,271044,6821888,Phase 3,Iteration 1
[monitor_data] 1773956279587,7250464,296949,296949,6821888,Phase 3,Iteration 1
[monitor_data] 1773956280232,7283312,342555,342555,6821888,Phase 3,Iteration 1
[monitor_data] 1773956280875,7297648,346309,346309,6762496,Phase 3,Iteration 1
[monitor_data] 1773956281512,7298004,363688,363688,6764544,Phase 3,Iteration 1
[monitor_data] 1773956282153,7318812,380116,380116,6764544,Phase 3,Iteration 1
[monitor_data] 1773956282791,7318812,355182,355182,6762496,Phase 3,Iteration 1
[monitor_data] 1773956283430,7318812,447854,447854,6762496,Phase 3,Iteration 1
[monitor_data] 1773956284066,7405520,446149,446149,6762496,Phase 3,Iteration 1
[monitor_data] 1773956284699,7423984,462114,462114,6762496,Phase 3,Iteration 1
[monitor_data] 1773956285334,7470584,494591,494591,6762496,Phase 3,Iteration 1
[monitor_data] 1773956285967,7485412,486761,486761,6615040,Phase 3,Iteration 1
[monitor_data] 1773956286623,7783312,673640,673640,6078464,Phase 3,Iteration 1
[monitor_data] 1773956287286,7815796,650883,650883,6076416,Phase 3,Iteration 1
[monitor_data] 1773956287923,7918792,747611,747611,6078464,Phase 3,Iteration 1
[monitor_data] 1773956288563,7965160,789768,789768,6078464,Phase 3,Iteration 1
[monitor_data] 1773956289199,7993752,854864,854864,6078464,Phase 3,Iteration 1
[monitor_data] 1773956289838,8022504,854867,854867,6078464,Phase 3,Iteration 1
[monitor_data] 1773956290470,8050876,987052,987052,6078464,Phase 3,Iteration 1
[monitor_data] 1773956291105,8077896,985821,985821,6078464,Phase 3,Iteration 1
[monitor_data] 1773956291748,8115948,995790,995790,6078464,Phase 3,Iteration 1
[monitor_data] 1773956292386,8131716,975041,975041,6078464,Phase 3,Iteration 1
[monitor_data] 1773956293030,7937940,793428,793428,3833856,Phase 3,Iteration 1
[monitor_data] 1773956293687,7976144,601909,601909,3098624,Phase 3,Iteration 1
[monitor_data] 1773956294327,7976168,694499,694499,3098624,Phase 3,Iteration 1
[monitor_data] 1773956294966,8015012,695899,695899,3098624,Phase 3,Iteration 1
[monitor_data] 1773956295597,8027456,695657,695657,3098624,Phase 3,Iteration 1
[monitor_data] 1773956296228,8039488,695333,695333,3098624,Phase 3,Iteration 1
[monitor_data] 1773956296864,8051644,697860,697860,3098624,Phase 3,Iteration 1
[monitor_data] 1773956297500,8064256,698710,698710,3098624,Phase 3,Iteration 1
[monitor_data] 1773956298135,8076636,695937,695937,3098624,Phase 3,Iteration 1
[monitor_data] 1773956298776,8089272,694561,694561,2619392,Phase 3,Iteration 1
[monitor_data] 1773956299425,8005652,410490,410490,669696,Phase 3,Iteration 1
[monitor_data] 1773956300071,7985076,408405,408405,669696,Phase 3,Iteration 1
[monitor_data] 1773956300715,7985076,410184,410184,671744,Phase 4,Iteration 1
[monitor_data] 1773956301352,7985076,409354,409354,671744,Phase 4,Iteration 1
[monitor_data] 1773956301994,7985076,411225,411225,671744,Phase 4,Iteration 1
[monitor_data] 1773956302635,7985076,409452,409452,671744,Phase 4,Iteration 1
[monitor_data] 1773956303272,7985076,41693,41693,669696,Phase 4,Iteration 1
[monitor_data] 1773956303907,7568484,3692,3692,10240,Phase 4,Iteration 1
[monitor_data] 1773956304548,7568484,3819,3819,6144,Phase 4,Iteration 1
[monitor_data] 1773956305187,7568484,3737,3737,6144,Phase 4,Iteration 1
[monitor_data] 1773956305823,7567972,3178,3178,6144,Phase 4,Iteration 1
[monitor_data] 1773956306465,7567972,3178,3178,6144,Phase 4,Iteration 1
[monitor_data] 1773956307107,7567972,3178,3178,151552,Phase 1,Iteration 2
[monitor_data] 1773956307744,7567972,3243,3243,421888,Phase 1,Iteration 2
[monitor_data] 1773956308388,7567992,7964,7964,4038656,Phase 1,Iteration 2
[monitor_data] 1773956309038,7568044,151965,151965,6789120,Phase 2,Iteration 2
[monitor_data] 1773956309685,7568044,131261,131261,6789120,Phase 2,Iteration 2
[monitor_data] 1773956310317,7568044,107793,107793,6787072,Phase 2,Iteration 2
[monitor_data] 1773956310953,7569104,108100,108100,6787072,Phase 2,Iteration 2
[monitor_data] 1773956311591,7573236,289514,289514,6787072,Phase 2,Iteration 2
[monitor_data] 1773956312236,7634556,305925,305925,6815744,Phase 2,Iteration 2
[monitor_data] 1773956312881,7637428,284526,284526,6817792,Phase 3,Iteration 2
[monitor_data] 1773956313517,7637428,261633,261633,6817792,Phase 3,Iteration 2
[monitor_data] 1773956314158,7637428,238371,238371,6817792,Phase 3,Iteration 2
[monitor_data] 1773956314798,7637428,315001,315001,6817792,Phase 3,Iteration 2
[monitor_data] 1773956315443,7637428,312641,312641,6760448,Phase 3,Iteration 2
[monitor_data] 1773956316077,7636916,316340,316340,6760448,Phase 3,Iteration 2
[monitor_data] 1773956316716,7641932,350598,350598,6760448,Phase 3,Iteration 2
[monitor_data] 1773956317352,7646800,329466,329466,6760448,Phase 3,Iteration 2
[monitor_data] 1773956317994,7646800,322094,322094,6758400,Phase 3,Iteration 2
[monitor_data] 1773956318639,7649556,456340,456340,6760448,Phase 3,Iteration 2
[monitor_data] 1773956319284,7686468,493730,493730,6760448,Phase 3,Iteration 2
[monitor_data] 1773956319926,7742472,558068,558068,6760448,Phase 3,Iteration 2
[monitor_data] 1773956320563,7754488,671665,671665,5746688,Phase 3,Iteration 2
[monitor_data] 1773956321221,7863948,548828,548828,5591040,Phase 3,Iteration 2
[monitor_data] 1773956321860,7863948,613631,613631,5591040,Phase 3,Iteration 2
[monitor_data] 1773956322498,7915196,625477,625477,5591040,Phase 3,Iteration 2
[monitor_data] 1773956323137,7928800,623881,623881,5591040,Phase 3,Iteration 2
[monitor_data] 1773956323777,7975256,690085,690085,5591040,Phase 3,Iteration 2
[monitor_data] 1773956324409,8000072,692142,692142,5591040,Phase 3,Iteration 2
[monitor_data] 1773956325047,8026704,755718,755718,5591040,Phase 3,Iteration 2
[monitor_data] 1773956325684,8051148,830217,830217,5591040,Phase 3,Iteration 2
[monitor_data] 1773956326319,8071180,814731,814731,5591040,Phase 3,Iteration 2
[monitor_data] 1773956326964,8071188,905590,905590,3715072,Phase 3,Iteration 2
[monitor_data] 1773956327610,8171908,699796,699796,3100672,Phase 3,Iteration 2
[monitor_data] 1773956328262,8171976,786707,786707,3098624,Phase 3,Iteration 2
[monitor_data] 1773956328897,8178232,789530,789530,3100672,Phase 3,Iteration 2
[monitor_data] 1773956329532,8190308,788694,788694,3100672,Phase 3,Iteration 2
[monitor_data] 1773956330170,8202024,787014,787014,3100672,Phase 3,Iteration 2
[monitor_data] 1773956330806,8214024,790505,790505,3100672,Phase 3,Iteration 2
[monitor_data] 1773956331443,8225952,788162,788162,3100672,Phase 3,Iteration 2
[monitor_data] 1773956332080,8238120,787562,787562,3100672,Phase 3,Iteration 2
[monitor_data] 1773956332716,8250468,787721,787721,3047424,Phase 3,Iteration 2
[monitor_data] 1773956333355,8076636,442789,442789,669696,Phase 3,Iteration 2
[monitor_data] 1773956334000,8034044,391851,391851,667648,Phase 3,Iteration 2
[monitor_data] 1773956334640,8034044,410318,410318,669696,Phase 4,Iteration 2
[monitor_data] 1773956335278,8034044,409729,409729,669696,Phase 4,Iteration 2
[monitor_data] 1773956335915,8034044,409163,409163,669696,Phase 4,Iteration 2
[monitor_data] 1773956336552,8034044,411691,411691,669696,Phase 4,Iteration 2
[monitor_data] 1773956337192,8034044,39837,39837,641024,Phase 4,Iteration 2
[monitor_data] 1773956337828,7666864,3186,3186,6144,Phase 4,Iteration 2
[monitor_data] 1773956338471,7666096,3186,3186,6144,Phase 4,Iteration 2
[monitor_data] 1773956339108,7666096,3186,3186,6144,Phase 4,Iteration 2
[monitor_data] 1773956339747,7666096,3186,3186,6144,Phase 4,Iteration 2
[monitor_data] 1773956340381,7666096,3186,3186,6144,Phase 4,Iteration 2
[monitor_data] 1773956341013,7666096,3186,3186,151552,Phase 1,Iteration 3
[monitor_data] 1773956341651,7666096,3251,3251,180224,Phase 1,Iteration 3
[monitor_data] 1773956342289,7666096,7903,7903,3246080,Phase 1,Iteration 3
[monitor_data] 1773956342933,7666096,134090,134090,6105088,Phase 1,Iteration 3
[monitor_data] 1773956343588,7666096,123447,123447,6789120,Phase 2,Iteration 3
[monitor_data] 1773956344232,7666096,102381,102381,6787072,Phase 2,Iteration 3
[monitor_data] 1773956344866,7666608,102661,102661,6787072,Phase 2,Iteration 3
[monitor_data] 1773956345511,7701252,286895,286895,6787072,Phase 2,Iteration 3
[monitor_data] 1773956346154,7768788,306334,306334,6815744,Phase 2,Iteration 3
[monitor_data] 1773956346791,7768788,283986,283986,6817792,Phase 3,Iteration 3
[monitor_data] 1773956347432,7768792,261233,261233,6817792,Phase 3,Iteration 3
[monitor_data] 1773956348073,7768792,238013,238013,6817792,Phase 3,Iteration 3
[monitor_data] 1773956348712,7717048,309546,309546,6817792,Phase 3,Iteration 3
[monitor_data] 1773956349360,7717436,307187,307187,6760448,Phase 3,Iteration 3
[monitor_data] 1773956349992,7716924,311552,311552,6762496,Phase 3,Iteration 3
[monitor_data] 1773956350635,7728648,354034,354034,6762496,Phase 3,Iteration 3
[monitor_data] 1773956351273,7742724,340485,340485,6762496,Phase 3,Iteration 3
[monitor_data] 1773956351916,7742724,315267,315267,6760448,Phase 3,Iteration 3
