[monitor_start] Monitoring PID 833537 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1774012718459,15876,2482,2482,53248,,
[monitor_data] 1774012719932,89016,3458,3458,86016,,
[monitor_data] 1774012720560,142444,4586,4586,190464,Phase 1,Iteration 1
[monitor_data] 1774012721202,305248,9035,9035,686080,Phase 1,Iteration 1
[monitor_data] 1774012721839,829592,43969,43969,1888256,Phase 1,Iteration 1
[monitor_data] 1774012722485,2082796,44770,44770,3069952,Phase 1,Iteration 1
[monitor_data] 1774012723126,3268204,86499,86499,4272128,Phase 1,Iteration 1
[monitor_data] 1774012723759,4571744,168564,168564,5486592,Phase 1,Iteration 1
[monitor_data] 1774012724402,5805472,144822,144822,6719488,Phase 1,Iteration 1
[monitor_data] 1774012725047,7033864,120278,120278,6793216,Phase 2,Iteration 1
[monitor_data] 1774012725687,7035644,153426,153426,6793216,Phase 2,Iteration 1
[monitor_data] 1774012726322,7127732,285720,285720,6793216,Phase 2,Iteration 1
[monitor_data] 1774012726962,7195208,329225,329225,6793216,Phase 2,Iteration 1
[monitor_data] 1774012727600,7209220,306227,306227,6821888,Phase 2,Iteration 1
[monitor_data] 1774012728237,7237892,283948,283948,6823936,Phase 3,Iteration 1
[monitor_data] 1774012728878,7214376,260189,260189,6823936,Phase 3,Iteration 1
[monitor_data] 1774012729518,7217624,329160,329160,6823936,Phase 3,Iteration 1
[monitor_data] 1774012730154,7253380,328419,328419,6764544,Phase 3,Iteration 1
[monitor_data] 1774012730792,7253396,323653,323653,6764544,Phase 3,Iteration 1
[monitor_data] 1774012731433,7258856,365656,365656,6766592,Phase 3,Iteration 1
[monitor_data] 1774012732079,7289328,352156,352156,6766592,Phase 3,Iteration 1
[monitor_data] 1774012732714,7289328,352019,352019,6764544,Phase 3,Iteration 1
[monitor_data] 1774012733360,7368576,428607,428607,6764544,Phase 3,Iteration 1
[monitor_data] 1774012733997,7370072,428735,428735,6764544,Phase 3,Iteration 1
[monitor_data] 1774012734640,7370240,429089,429089,6764544,Phase 3,Iteration 1
[monitor_data] 1774012735277,7370240,427303,427303,6764544,Phase 3,Iteration 1
[monitor_data] 1774012735915,7370240,723001,723001,6316032,Phase 3,Iteration 1
[monitor_data] 1774012736573,7709872,601928,601928,6117376,Phase 3,Iteration 1
[monitor_data] 1774012737214,7718552,690176,690176,6115328,Phase 3,Iteration 1
[monitor_data] 1774012737857,7893180,700748,700748,6117376,Phase 3,Iteration 1
[monitor_data] 1774012738495,7897680,701905,701905,6117376,Phase 3,Iteration 1
[monitor_data] 1774012739132,7897680,704032,704032,6117376,Phase 3,Iteration 1
[monitor_data] 1774012739774,7897680,704133,704133,6117376,Phase 3,Iteration 1
[monitor_data] 1774012740408,7897764,705705,705705,6117376,Phase 3,Iteration 1
[monitor_data] 1774012741046,7897764,703718,703718,6117376,Phase 3,Iteration 1
[monitor_data] 1774012741685,7897784,701846,701846,6117376,Phase 3,Iteration 1
[monitor_data] 1774012742321,7897784,689871,689871,6117376,Phase 3,Iteration 1
[monitor_data] 1774012742956,7897784,723544,723544,4366336,Phase 3,Iteration 1
[monitor_data] 1774012743607,7963572,496724,496724,3098624,Phase 3,Iteration 1
[monitor_data] 1774012744259,7963572,473368,473368,3098624,Phase 3,Iteration 1
[monitor_data] 1774012744901,8015312,568679,568679,3098624,Phase 3,Iteration 1
[monitor_data] 1774012745535,8016892,567135,567135,3098624,Phase 3,Iteration 1
[monitor_data] 1774012746175,8016892,565634,565634,3098624,Phase 3,Iteration 1
[monitor_data] 1774012746813,8016892,568806,568806,3098624,Phase 3,Iteration 1
[monitor_data] 1774012747455,8017096,569483,569483,3098624,Phase 3,Iteration 1
[monitor_data] 1774012748091,8017476,566762,566762,3098624,Phase 3,Iteration 1
[monitor_data] 1774012748732,8017476,565540,565540,3098624,Phase 3,Iteration 1
[monitor_data] 1774012749370,8017476,519805,519805,991232,Phase 3,Iteration 1
[monitor_data] 1774012750016,8012400,392106,392106,669696,Phase 4,Iteration 1
[monitor_data] 1774012750659,8012400,410261,410261,669696,Phase 4,Iteration 1
[monitor_data] 1774012751292,8012400,410401,410401,669696,Phase 4,Iteration 1
[monitor_data] 1774012751930,8012400,408815,408815,671744,Phase 4,Iteration 1
[monitor_data] 1774012752567,8012404,412321,412321,671744,Phase 4,Iteration 1
[monitor_data] 1774012753207,8012404,40870,40870,671744,Phase 4,Iteration 1
[monitor_data] 1774012753840,7645032,3766,3766,10240,Phase 4,Iteration 1
[monitor_data] 1774012754479,7587384,3829,3829,6144,Phase 4,Iteration 1
[monitor_data] 1774012755119,7587384,3637,3637,6144,Phase 4,Iteration 1
[monitor_data] 1774012755757,7586872,3188,3188,6144,Phase 4,Iteration 1
[monitor_data] 1774012756393,7586872,3188,3188,6144,Phase 4,Iteration 1
[monitor_data] 1774012757031,7586872,3188,3188,151552,Phase 1,Iteration 2
[monitor_data] 1774012757674,7586872,3253,3253,585728,Phase 1,Iteration 2
[monitor_data] 1774012758311,7586896,13118,13118,3725312,Phase 1,Iteration 2
[monitor_data] 1774012758965,7586948,17948,17948,6791168,Phase 2,Iteration 2
[monitor_data] 1774012759608,7586948,246403,246403,6791168,Phase 2,Iteration 2
[monitor_data] 1774012760254,7670816,317607,317607,6791168,Phase 2,Iteration 2
[monitor_data] 1774012760894,7703232,294891,294891,6791168,Phase 2,Iteration 2
[monitor_data] 1774012761530,7703232,271801,271801,6791168,Phase 2,Iteration 2
[monitor_data] 1774012762173,7703232,248429,248429,6819840,Phase 2,Iteration 2
[monitor_data] 1774012762815,7707280,226001,226001,6793216,Phase 3,Iteration 2
[monitor_data] 1774012763454,7707280,223975,223975,6760448,Phase 3,Iteration 2
[monitor_data] 1774012764090,7707792,250343,250343,6760448,Phase 3,Iteration 2
[monitor_data] 1774012764732,7707792,310780,310780,6760448,Phase 3,Iteration 2
[monitor_data] 1774012765373,7707952,290854,290854,6760448,Phase 3,Iteration 2
[monitor_data] 1774012766011,7707952,269276,269276,6762496,Phase 3,Iteration 2
[monitor_data] 1774012766650,7707952,246257,246257,6762496,Phase 3,Iteration 2
[monitor_data] 1774012767293,7707952,412332,412332,6760448,Phase 3,Iteration 2
[monitor_data] 1774012767944,7716712,422280,422280,6760448,Phase 3,Iteration 2
[monitor_data] 1774012768583,7744256,437805,437805,6705152,Phase 3,Iteration 2
[monitor_data] 1774012769216,7744256,456597,456597,6705152,Phase 3,Iteration 2
[monitor_data] 1774012769857,7806356,455391,455391,6705152,Phase 3,Iteration 2
