[monitor_start] Monitoring PID 101902 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773973837923,15864,2482,2482,61440,,
[monitor_data] 1773973839401,83208,3463,3463,102400,,
[monitor_data] 1773973840041,122784,6273,6273,202752,Phase 1,Iteration 1
[monitor_data] 1773973840683,310704,9759,9759,524288,Phase 1,Iteration 1
[monitor_data] 1773973841322,636404,40505,40505,1693696,Phase 1,Iteration 1
[monitor_data] 1773973841969,1844760,35206,35206,2844672,Phase 1,Iteration 1
[monitor_data] 1773973842606,3033212,128249,128249,4032512,Phase 1,Iteration 1
[monitor_data] 1773973843250,4312936,116799,116799,5226496,Phase 1,Iteration 1
[monitor_data] 1773973843894,5507228,120647,120647,6420480,Phase 1,Iteration 1
[monitor_data] 1773973844540,6695612,118865,118865,6795264,Phase 2,Iteration 1
[monitor_data] 1773973845181,7148144,291408,291408,6795264,Phase 2,Iteration 1
[monitor_data] 1773973845816,7216220,321118,321118,6795264,Phase 2,Iteration 1
[monitor_data] 1773973846457,7219584,297592,297592,6795264,Phase 2,Iteration 1
[monitor_data] 1773973847098,7219584,274045,274045,6795264,Phase 2,Iteration 1
[monitor_data] 1773973847738,7248256,249712,249712,6825984,Phase 3,Iteration 1
[monitor_data] 1773973848381,7252940,304253,304253,6825984,Phase 3,Iteration 1
[monitor_data] 1773973849020,7280840,301553,301553,6766592,Phase 3,Iteration 1
[monitor_data] 1773973849657,7281508,308789,308789,6766592,Phase 3,Iteration 1
[monitor_data] 1773973850294,7281552,350767,350767,6766592,Phase 3,Iteration 1
[monitor_data] 1773973850934,7281552,328591,328591,6768640,Phase 3,Iteration 1
[monitor_data] 1773973851575,7284860,310101,310101,6766592,Phase 3,Iteration 1
[monitor_data] 1773973852218,7291324,428560,428560,6766592,Phase 3,Iteration 1
[monitor_data] 1773973852860,7361520,435873,435873,6766592,Phase 3,Iteration 1
[monitor_data] 1773973853501,7363080,444193,444193,6766592,Phase 3,Iteration 1
[monitor_data] 1773973854138,7375416,438423,438423,6686720,Phase 3,Iteration 1
[monitor_data] 1773973854787,7616160,580262,580262,6262784,Phase 3,Iteration 1
[monitor_data] 1773973855444,7641736,457450,457450,6260736,Phase 3,Iteration 1
