[monitor_start] Monitoring PID 130473 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773940965717,15876,2482,2482,61440,,
[monitor_data] 1773940967186,89732,3527,3527,81920,,
[monitor_data] 1773940967815,138288,6305,6305,192512,Phase 1,Iteration 1
[monitor_data] 1773940968460,301076,9117,9117,772096,Phase 1,Iteration 1
[monitor_data] 1773940969100,907848,47179,47179,1972224,Phase 1,Iteration 1
[monitor_data] 1773940969748,2156624,46157,46157,3182592,Phase 1,Iteration 1
[monitor_data] 1773940970388,3381744,136331,136331,4390912,Phase 1,Iteration 1
[monitor_data] 1773940971039,4663168,113312,113312,5593088,Phase 1,Iteration 1
[monitor_data] 1773940971683,5856476,140250,140250,6451200,Phase 2,Iteration 1
[monitor_data] 1773940972323,6663256,263135,263135,6451200,Phase 2,Iteration 1
[monitor_data] 1773940972958,6814012,311930,311930,6451200,Phase 2,Iteration 1
[monitor_data] 1773940973598,6834348,264179,264179,6451200,Phase 2,Iteration 1
[monitor_data] 1773940974238,6814576,305286,305286,6451200,Phase 2,Iteration 1
[monitor_data] 1773940974876,6867560,331883,331883,6420480,Phase 3,Iteration 1
[monitor_data] 1773940975512,6913008,336727,336727,6422528,Phase 3,Iteration 1
[monitor_data] 1773940976150,6927616,359649,359649,6422528,Phase 3,Iteration 1
[monitor_data] 1773940976792,6930748,372920,372920,6420480,Phase 3,Iteration 1
[monitor_data] 1773940977431,7001812,435676,435676,6420480,Phase 3,Iteration 1
[monitor_data] 1773940978072,7007736,466578,466578,6422528,Phase 3,Iteration 1
[monitor_data] 1773940978711,7037356,593042,593042,5818368,Phase 3,Iteration 1
[monitor_data] 1773940979364,7227064,541244,541244,5816320,Phase 3,Iteration 1
[monitor_data] 1773940979997,7364500,619580,619580,5816320,Phase 3,Iteration 1
[monitor_data] 1773940980632,7401868,623567,623567,5816320,Phase 3,Iteration 1
[monitor_data] 1773940981264,7413724,624005,624005,5818368,Phase 3,Iteration 1
[monitor_data] 1773940981901,7415748,624491,624491,5818368,Phase 3,Iteration 1
[monitor_data] 1773940982540,7438632,687838,687838,5818368,Phase 3,Iteration 1
[monitor_data] 1773940983181,7465700,683514,683514,5253120,Phase 3,Iteration 1
[monitor_data] 1773940983831,7530936,664589,664589,3969024,Phase 3,Iteration 1
[monitor_data] 1773940984498,7537268,612596,612596,3969024,Phase 3,Iteration 1
[monitor_data] 1773940985137,7571552,745164,745164,3969024,Phase 3,Iteration 1
[monitor_data] 1773940985775,7597900,746097,746097,3969024,Phase 3,Iteration 1
[monitor_data] 1773940986410,7619528,745274,745274,3969024,Phase 3,Iteration 1
[monitor_data] 1773940987045,7626840,743786,743786,3969024,Phase 3,Iteration 1
[monitor_data] 1773940987687,7634484,731636,731636,3649536,Phase 3,Iteration 1
[monitor_data] 1773940988337,7450564,417015,417015,2756608,Phase 3,Iteration 1
[monitor_data] 1773940988987,7470820,393902,393902,2754560,Phase 3,Iteration 1
[monitor_data] 1773940989620,7478048,477612,477612,2754560,Phase 3,Iteration 1
[monitor_data] 1773940990263,7495880,477967,477967,2754560,Phase 3,Iteration 1
[monitor_data] 1773940990904,7513252,474601,474601,1710080,Phase 3,Iteration 1
[monitor_data] 1773940991544,7395668,175191,175191,325632,Phase 3,Iteration 1
[monitor_data] 1773940992189,7246036,184676,184676,325632,Phase 3,Iteration 1
[monitor_data] 1773940992821,7246096,185643,185643,325632,Phase 3,Iteration 1
[monitor_data] 1773940993461,7246096,19434,19434,323584,Phase 3,Iteration 1
[monitor_data] 1773940994099,7084964,21130,21130,323584,Phase 3,Iteration 1
[monitor_data] 1773940994741,7084964,21397,21397,323584,Phase 3,Iteration 1
[monitor_data] 1773940995385,7083940,18537,18537,323584,Phase 3,Iteration 1
[monitor_data] 1773940996027,7083940,21538,21538,323584,Phase 3,Iteration 1
[monitor_data] 1773940996665,7084964,19433,19433,323584,Phase 3,Iteration 1
[monitor_data] 1773940997303,7084964,21687,21687,325632,Phase 4,Iteration 1
[monitor_data] 1773940997941,7084964,19437,19437,325632,Phase 4,Iteration 1
[monitor_data] 1773940998579,7084964,3613,3613,10240,Phase 4,Iteration 1
[monitor_data] 1773940999217,7084324,3676,3676,8192,Phase 4,Iteration 1
[monitor_data] 1773940999853,7048088,3548,3548,8192,Phase 4,Iteration 1
[monitor_data] 1773941000493,7048088,3547,3547,8192,Phase 4,Iteration 1
[monitor_data] 1773941001129,7048088,3547,3547,8192,Phase 4,Iteration 1
[monitor_data] 1773941001766,7048088,3547,3547,8192,Phase 4,Iteration 1
[monitor_data] 1773941002408,7048088,3547,3547,155648,Phase 1,Iteration 2
