[monitor_start] Monitoring PID 2502457 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1774025872459,15880,2489,2489,53248,,
[monitor_data] 1774025873913,100700,3610,3610,75776,,
[monitor_data] 1774025874550,146560,5014,5014,192512,Phase 1,Iteration 1
[monitor_data] 1774025875190,314584,9963,9963,860160,Phase 1,Iteration 1
[monitor_data] 1774025875829,999700,10637,10637,2054144,Phase 1,Iteration 1
[monitor_data] 1774025876465,2257012,77254,77254,3239936,Phase 1,Iteration 1
[monitor_data] 1774025877103,3451116,61904,61904,4446208,Phase 1,Iteration 1
[monitor_data] 1774025877742,4665524,162776,162776,5662720,Phase 1,Iteration 1
[monitor_data] 1774025878385,5999788,234854,234854,6793216,Phase 2,Iteration 1
[monitor_data] 1774025879029,7111164,212325,212325,6793216,Phase 2,Iteration 1
[monitor_data] 1774025879665,7111164,188250,188250,6793216,Phase 2,Iteration 1
[monitor_data] 1774025880301,7111164,163720,163720,6793216,Phase 2,Iteration 1
[monitor_data] 1774025880946,7117532,209774,209774,6791168,Phase 2,Iteration 1
[monitor_data] 1774025881583,7118084,292300,292300,6819840,Phase 2,Iteration 1
[monitor_data] 1774025882225,7249412,342392,342392,6821888,Phase 3,Iteration 1
[monitor_data] 1774025882869,7268912,319519,319519,6821888,Phase 3,Iteration 1
[monitor_data] 1774025883507,7268916,295816,295816,6821888,Phase 3,Iteration 1
[monitor_data] 1774025884147,7268916,270365,270365,6821888,Phase 3,Iteration 1
[monitor_data] 1774025884795,7268952,371927,371927,6821888,Phase 3,Iteration 1
[monitor_data] 1774025885432,7321788,374563,374563,6821888,Phase 3,Iteration 1
[monitor_data] 1774025886066,7325400,368767,368767,6764544,Phase 3,Iteration 1
[monitor_data] 1774025886700,7325548,380043,380043,6764544,Phase 3,Iteration 1
[monitor_data] 1774025887339,7328344,373070,373070,6762496,Phase 3,Iteration 1
[monitor_data] 1774025887985,7379120,431336,431336,6762496,Phase 3,Iteration 1
[monitor_data] 1774025888621,7448924,446843,446843,6764544,Phase 3,Iteration 1
[monitor_data] 1774025889260,7480304,465935,465935,6764544,Phase 3,Iteration 1
[monitor_data] 1774025889895,7490576,464544,464544,6764544,Phase 3,Iteration 1
[monitor_data] 1774025890527,7493312,495715,495715,6764544,Phase 3,Iteration 1
[monitor_data] 1774025891156,7496272,486478,486478,6410240,Phase 3,Iteration 1
[monitor_data] 1774025891811,7773356,628844,628844,5015552,Phase 3,Iteration 1
[monitor_data] 1774025892471,7814164,548597,548597,4976640,Phase 3,Iteration 1
[monitor_data] 1774025893106,7831604,646669,646669,4976640,Phase 3,Iteration 1
[monitor_data] 1774025893742,7843704,646927,646927,4976640,Phase 3,Iteration 1
