[monitor_start] Monitoring PID 3055251 at 0.0001s intervals
[monitor_header] timestamp_ms,rss_kb,gc_reserved_kb,gc_committed_kb,heap_kb,phase,iteration
[monitor_data] 1773997154854,15872,2482,2482,57344,,
[monitor_data] 1773997156284,88468,3497,3497,108544,,
[monitor_data] 1773997156924,121056,7337,7337,196608,Phase 1,Iteration 1
[monitor_data] 1773997157569,290848,10470,10470,587776,Phase 1,Iteration 1
[monitor_data] 1773997158205,696264,40603,40603,1775616,Phase 1,Iteration 1
[monitor_data] 1773997158845,1931920,41543,41543,2779136,Phase 1,Iteration 1
[monitor_data] 1773997159482,2968344,56570,56570,3987456,Phase 1,Iteration 1
[monitor_data] 1773997160120,4281732,153728,153728,5206016,Phase 1,Iteration 1
[monitor_data] 1773997160764,5511756,129824,129824,6436864,Phase 1,Iteration 1
[monitor_data] 1773997161414,6742248,141752,141752,6793216,Phase 2,Iteration 1
[monitor_data] 1773997162051,7045768,140342,140342,6793216,Phase 2,Iteration 1
[monitor_data] 1773997162692,7158004,297802,297802,6793216,Phase 2,Iteration 1
[monitor_data] 1773997163328,7224792,322699,322699,6793216,Phase 2,Iteration 1
[monitor_data] 1773997163967,7224972,299350,299350,6793216,Phase 2,Iteration 1
[monitor_data] 1773997164606,7253644,276233,276233,6823936,Phase 3,Iteration 1
[monitor_data] 1773997165249,7254492,253029,253029,6823936,Phase 3,Iteration 1
[monitor_data] 1773997165895,7257888,324040,324040,6823936,Phase 3,Iteration 1
[monitor_data] 1773997166527,7300708,323370,323370,6764544,Phase 3,Iteration 1
[monitor_data] 1773997167166,7302500,327211,327211,6764544,Phase 3,Iteration 1
[monitor_data] 1773997167807,7302500,365424,365424,6766592,Phase 3,Iteration 1
[monitor_data] 1773997168449,7306312,347453,347453,6766592,Phase 3,Iteration 1
[monitor_data] 1773997169087,7306312,365092,365092,6764544,Phase 3,Iteration 1
[monitor_data] 1773997169737,7378300,461029,461029,6764544,Phase 3,Iteration 1
[monitor_data] 1773997170376,7473960,494245,494245,6764544,Phase 3,Iteration 1
[monitor_data] 1773997171019,7481976,494076,494076,6764544,Phase 3,Iteration 1
[monitor_data] 1773997171662,7519232,555192,555192,6729728,Phase 3,Iteration 1
[monitor_data] 1773997172309,7715212,684839,684839,6170624,Phase 3,Iteration 1
[monitor_data] 1773997172969,7717264,653083,653083,6168576,Phase 3,Iteration 1
[monitor_data] 1773997173606,7875668,737419,737419,6168576,Phase 3,Iteration 1
[monitor_data] 1773997174241,7905332,741735,741735,6170624,Phase 3,Iteration 1
[monitor_data] 1773997174882,7941036,811673,811673,6170624,Phase 3,Iteration 1
[monitor_data] 1773997175514,7971304,813245,813245,6170624,Phase 3,Iteration 1
[monitor_data] 1773997176150,7979144,811962,811962,6170624,Phase 3,Iteration 1
[monitor_data] 1773997176788,7999956,944917,944917,6170624,Phase 3,Iteration 1
[monitor_data] 1773997177422,8022096,942768,942768,6170624,Phase 3,Iteration 1
[monitor_data] 1773997178060,8045640,936265,936265,6170624,Phase 3,Iteration 1
[monitor_data] 1773997178707,8050664,850408,850408,4372480,Phase 3,Iteration 1
[monitor_data] 1773997179354,7967736,632684,632684,3098624,Phase 3,Iteration 1
[monitor_data] 1773997180003,7967736,607580,607580,3096576,Phase 3,Iteration 1
[monitor_data] 1773997180640,7972668,702515,702515,3098624,Phase 3,Iteration 1
[monitor_data] 1773997181278,7984460,701011,701011,3098624,Phase 3,Iteration 1
[monitor_data] 1773997181919,7996956,699745,699745,3098624,Phase 3,Iteration 1
[monitor_data] 1773997182550,8008968,700378,700378,3098624,Phase 3,Iteration 1
[monitor_data] 1773997183187,8020672,704429,704429,3098624,Phase 3,Iteration 1
[monitor_data] 1773997183825,8032464,702719,702719,3098624,Phase 3,Iteration 1
[monitor_data] 1773997184454,8044732,701171,701171,3098624,Phase 3,Iteration 1
[monitor_data] 1773997185096,8054892,478078,478078,669696,Phase 3,Iteration 1
[monitor_data] 1773997185739,7959496,392027,392027,669696,Phase 3,Iteration 1
[monitor_data] 1773997186381,7959496,409454,409454,671744,Phase 4,Iteration 1
[monitor_data] 1773997187015,7959496,409361,409361,671744,Phase 4,Iteration 1
[monitor_data] 1773997187651,7959496,409823,409823,671744,Phase 4,Iteration 1
[monitor_data] 1773997188287,7959496,411311,411311,671744,Phase 4,Iteration 1
[monitor_data] 1773997188917,7959496,408918,408918,671744,Phase 4,Iteration 1
[monitor_data] 1773997189550,7591996,4008,4008,12288,Phase 4,Iteration 1
[monitor_data] 1773997190191,7385208,3752,3752,8192,Phase 4,Iteration 1
[monitor_data] 1773997190828,7385208,3686,3686,8192,Phase 4,Iteration 1
[monitor_data] 1773997191473,7385208,3686,3686,6144,Phase 4,Iteration 1
[monitor_data] 1773997192114,7385208,3622,3622,6144,Phase 4,Iteration 1
[monitor_data] 1773997192755,7384696,3220,3220,6144,Phase 1,Iteration 2
[monitor_data] 1773997193396,7384696,3238,3238,180224,Phase 1,Iteration 2
[monitor_data] 1773997194036,7384696,7862,7862,2729984,Phase 1,Iteration 2
[monitor_data] 1773997194681,7384760,134568,134568,6055936,Phase 1,Iteration 2
[monitor_data] 1773997195330,7405376,158521,158521,6789120,Phase 2,Iteration 2
[monitor_data] 1773997195972,7405380,133395,133395,6789120,Phase 2,Iteration 2
[monitor_data] 1773997196609,7405380,118144,118144,6787072,Phase 2,Iteration 2
[monitor_data] 1773997197243,7405892,235340,235340,6787072,Phase 2,Iteration 2
[monitor_data] 1773997197887,7474360,308370,308370,6815744,Phase 2,Iteration 2
[monitor_data] 1773997198525,7522788,299715,299715,6817792,Phase 3,Iteration 2
[monitor_data] 1773997199165,7522788,276951,276951,6817792,Phase 3,Iteration 2
[monitor_data] 1773997199799,7522788,253848,253848,6817792,Phase 3,Iteration 2
[monitor_data] 1773997200437,7522788,229633,229633,6817792,Phase 3,Iteration 2
[monitor_data] 1773997201077,7522788,325046,325046,6817792,Phase 3,Iteration 2
[monitor_data] 1773997201721,7485012,322710,322710,6760448,Phase 3,Iteration 2
[monitor_data] 1773997202359,7484500,345508,345508,6760448,Phase 3,Iteration 2
[monitor_data] 1773997203002,7493116,347371,347371,6760448,Phase 3,Iteration 2
