"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: keyPayloadSize","Param: liveSet","Param: lookupsPerInvocation","Param: replacementsPerInvocation","Param: retirementsPerInvocation","Param: valuePayloadSize"
"org.openjdk.bench.weakvaluehashmap.QueueWeakValueHashMapBenchmark.cleanup","thrpt",1,5,11095.216348,7479.071596,"ops/s",64,67108864,32,8,16,256
"org.openjdk.bench.weakvaluehashmap.QueueWeakValueHashMapBenchmark.lookup","thrpt",1,5,120518.164743,1551.868853,"ops/s",64,67108864,32,8,16,256
"org.openjdk.bench.weakvaluehashmap.QueueWeakValueHashMapBenchmark.mixed","thrpt",1,5,4698.746297,1545.405470,"ops/s",64,67108864,32,8,16,256
"org.openjdk.bench.weakvaluehashmap.QueueWeakValueHashMapBenchmark.replace","thrpt",1,5,46503.696453,52572.915899,"ops/s",64,67108864,32,8,16,256
