"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: keyPayloadSize","Param: liveSet","Param: lookupsPerInvocation","Param: replacementsPerInvocation","Param: retirementsPerInvocation","Param: valuePayloadSize"
"org.openjdk.bench.weakvaluehashmap.WeakFieldValueHashMapBenchmark.cleanup","thrpt",1,5,19749.624342,2252.165856,"ops/s",64,4096,32,8,16,256
"org.openjdk.bench.weakvaluehashmap.WeakFieldValueHashMapBenchmark.lookup","thrpt",1,5,1452472.870123,19574.604452,"ops/s",64,4096,32,8,16,256
"org.openjdk.bench.weakvaluehashmap.WeakFieldValueHashMapBenchmark.mixed","thrpt",1,5,12063.025690,961.921892,"ops/s",64,4096,32,8,16,256
"org.openjdk.bench.weakvaluehashmap.WeakFieldValueHashMapBenchmark.replace","thrpt",1,5,1635344.284260,3823309.746100,"ops/s",64,4096,32,8,16,256
